league,date,home_team,away_team,winner,home_team_goals,away_team_goals,score,venue,attendance,duration
German Bundesliga,2023-12-17T16:30Z,Bayer Leverkusen,Eintracht Frankfurt,Bayer Leverkusen,3.0,0.0,3.0 - 0.0,BayArena,30210,5400.0 + 360.0
German Bundesliga,2023-12-09T14:30Z,Eintracht Frankfurt,Bayern Munich,Eintracht Frankfurt,5.0,1.0,5.0 - 1.0,Deutsche Bank Park,58000,5400.0 + 180.0
German Bundesliga,2023-12-03T18:30Z,FC Augsburg,Eintracht Frankfurt,FC Augsburg,2.0,1.0,2.0 - 1.0,WWK Arena,26107,5400.0 + 420.0
German Bundesliga,2023-11-25T17:30Z,Eintracht Frankfurt,VfB Stuttgart,VfB Stuttgart,1.0,2.0,1.0 - 2.0,Deutsche Bank Park,58000,5400.0 + 420.0
German Bundesliga,2023-11-12T16:30Z,Werder Bremen,Eintracht Frankfurt,Draw,2.0,2.0,2.0 - 2.0,wohninvest WESERSTADION,42100,5400.0 + 300.0
German Bundesliga,2023-11-04T14:30Z,1. FC Union Berlin,Eintracht Frankfurt,Eintracht Frankfurt,0.0,3.0,0.0 - 3.0,An der alten Försterei,22012,5400.0 + 300.0
German Bundesliga,2023-10-29T14:30Z,Eintracht Frankfurt,Borussia Dortmund,Draw,3.0,3.0,3.0 - 3.0,Deutsche Bank Park,56500,5400.0 + 360.0
German Bundesliga,2023-10-21T13:30Z,TSG Hoffenheim,Eintracht Frankfurt,Eintracht Frankfurt,1.0,3.0,1.0 - 3.0,PreZero Arena,30150,5400.0 + 300.0
German Bundesliga,2023-10-08T17:30Z,Eintracht Frankfurt,1. FC Heidenheim 1846,Eintracht Frankfurt,2.0,0.0,2.0 - 0.0,Deutsche Bank Park,55800,5400.0 + 300.0
German Bundesliga,2023-09-30T13:30Z,VfL Wolfsburg,Eintracht Frankfurt,VfL Wolfsburg,2.0,0.0,2.0 - 0.0,Volkswagen Arena,28323,5400.0 + 360.0
German Bundesliga,2023-09-24T15:30Z,Eintracht Frankfurt,SC Freiburg,Draw,0.0,0.0,0.0 - 0.0,Deutsche Bank Park,55800,5400.0 + 420.0
German Bundesliga,2023-09-16T16:30Z,VfL Bochum,Eintracht Frankfurt,Draw,1.0,1.0,1.0 - 1.0,Vonovia Ruhrstadion,26000,5400.0 + 420.0
German Bundesliga,2023-09-03T13:30Z,Eintracht Frankfurt,FC Cologne,Draw,1.0,1.0,1.0 - 1.0,Deutsche Bank Park,54000,5400.0 + 300.0
German Bundesliga,2023-08-27T13:30Z,Mainz,Eintracht Frankfurt,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,33305,5400.0 + 420.0
German Bundesliga,2023-08-20T15:30Z,Eintracht Frankfurt,SV Darmstadt 98,Eintracht Frankfurt,1.0,0.0,1.0 - 0.0,Deutsche Bank Park,54000,5400.0 + 420.0
German Bundesliga,2024-05-05T17:30Z,1. FC Heidenheim 1846,Mainz,Draw,1.0,1.0,1.0 - 1.0,Voith-Arena,15000,5400.0 + 240.0
German Bundesliga,2024-04-28T15:30Z,Mainz,FC Cologne,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,33305,5400.0 + 840.0
German Bundesliga,2024-04-21T17:30Z,SC Freiburg,Mainz,Draw,1.0,1.0,1.0 - 1.0,Europa-Park Stadion,34300,5400.0 + 240.0
German Bundesliga,2024-04-13T13:30Z,Mainz,TSG Hoffenheim,Mainz,4.0,1.0,4.0 - 1.0,MEWA ARENA,31000,5400.0 + 120.0
German Bundesliga,2024-04-06T13:30Z,Mainz,SV Darmstadt 98,Mainz,4.0,0.0,4.0 - 0.0,MEWA ARENA,33000,5400.0 + 300.0
German Bundesliga,2024-03-30T14:30Z,RB Leipzig,Mainz,Draw,0.0,0.0,0.0 - 0.0,Red Bull Arena,44813,5400.0 + 420.0
German Bundesliga,2024-03-16T14:30Z,Mainz,VfL Bochum,Mainz,2.0,0.0,2.0 - 0.0,MEWA ARENA,33000,5400.0 + 420.0
German Bundesliga,2024-03-09T14:30Z,Bayern Munich,Mainz,Bayern Munich,8.0,1.0,8.0 - 1.0,Allianz Arena,75000,5400.0 + 240.0
German Bundesliga,2024-03-02T14:30Z,Mainz,Borussia Monchengladbach,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,33305,5400.0 + 300.0
German Bundesliga,2024-02-23T19:30Z,Bayer Leverkusen,Mainz,Bayer Leverkusen,2.0,1.0,2.0 - 1.0,BayArena,30210,5400.0 + 300.0
German Bundesliga,2024-02-17T14:30Z,Mainz,FC Augsburg,Mainz,1.0,0.0,1.0 - 0.0,MEWA ARENA,24800,5400.0 + 960.0
German Bundesliga,2024-02-11T14:30Z,VfB Stuttgart,Mainz,VfB Stuttgart,3.0,1.0,3.0 - 1.0,MHPArena,52500,5400.0 + 300.0
German Bundesliga,2024-02-07T17:30Z,Mainz,1. FC Union Berlin,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,26200,5400.0 + 300.0
German Bundesliga,2024-02-03T14:30Z,Mainz,Werder Bremen,Werder Bremen,0.0,1.0,0.0 - 1.0,MEWA ARENA,31800,5400.0 + 420.0
German Bundesliga,2024-01-26T19:30Z,Eintracht Frankfurt,Mainz,Eintracht Frankfurt,1.0,0.0,1.0 - 0.0,Deutsche Bank Park,58000,5400.0 + 360.0
German Bundesliga,2024-01-13T14:30Z,Mainz,VfL Wolfsburg,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,24000,5400.0 + 300.0
German Bundesliga,2023-12-19T19:30Z,Borussia Dortmund,Mainz,Draw,1.0,1.0,1.0 - 1.0,SIGNAL IDUNA PARK,80350,5400.0 + 360.0
German Bundesliga,2023-12-16T14:30Z,Mainz,1. FC Heidenheim 1846,1. FC Heidenheim 1846,0.0,1.0,0.0 - 1.0,MEWA ARENA,27200,5400.0 + 360.0
German Bundesliga,2023-12-10T16:30Z,FC Cologne,Mainz,Draw,0.0,0.0,0.0 - 0.0,RheinEnergieStadion,50000,5400.0 + 240.0
German Bundesliga,2023-12-03T14:30Z,Mainz,SC Freiburg,SC Freiburg,0.0,1.0,0.0 - 1.0,MEWA ARENA,30300,5400.0 + 420.0
German Bundesliga,2023-11-26T16:30Z,TSG Hoffenheim,Mainz,Draw,1.0,1.0,1.0 - 1.0,PreZero Arena,22000,5400.0 + 360.0
German Bundesliga,2023-11-11T14:30Z,SV Darmstadt 98,Mainz,Draw,0.0,0.0,0.0 - 0.0,Merck-Stadion am Böllenfalltor,17810,5400.0 + 300.0
German Bundesliga,2023-11-04T14:30Z,Mainz,RB Leipzig,Mainz,2.0,0.0,2.0 - 0.0,MEWA ARENA,30100,5400.0 + 360.0
German Bundesliga,2023-10-27T18:30Z,VfL Bochum,Mainz,Draw,2.0,2.0,2.0 - 2.0,Vonovia Ruhrstadion,26000,5400.0 + 420.0
German Bundesliga,2023-10-21T16:30Z,Mainz,Bayern Munich,Bayern Munich,1.0,3.0,1.0 - 3.0,MEWA ARENA,33305,5400.0 + 360.0
German Bundesliga,2023-10-06T18:30Z,Borussia Monchengladbach,Mainz,Draw,2.0,2.0,2.0 - 2.0,Borussia-Park,51529,5400.0 + 360.0
German Bundesliga,2023-09-30T13:30Z,Mainz,Bayer Leverkusen,Bayer Leverkusen,0.0,3.0,0.0 - 3.0,MEWA ARENA,33305,5400.0 + 300.0
German Bundesliga,2023-09-23T13:30Z,FC Augsburg,Mainz,FC Augsburg,2.0,1.0,2.0 - 1.0,WWK Arena,27310,5400.0 + 480.0
German Bundesliga,2023-09-16T13:30Z,Mainz,VfB Stuttgart,VfB Stuttgart,1.0,3.0,1.0 - 3.0,MEWA ARENA,30500,5400.0 + 420.0
German Bundesliga,2023-09-02T13:30Z,Werder Bremen,Mainz,Werder Bremen,4.0,0.0,4.0 - 0.0,wohninvest WESERSTADION,41000,5400.0 + 300.0
German Bundesliga,2023-08-27T13:30Z,Mainz,Eintracht Frankfurt,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,33305,5400.0 + 420.0
German Bundesliga,2023-08-20T13:30Z,1. FC Union Berlin,Mainz,1. FC Union Berlin,4.0,1.0,4.0 - 1.0,An der alten Försterei,22012,5400.0 + 420.0
German Bundesliga,2024-05-04T13:30Z,Borussia Dortmund,FC Augsburg,Borussia Dortmund,5.0,1.0,5.0 - 1.0,SIGNAL IDUNA PARK,81365,5400.0 + 180.0
German Bundesliga,2024-04-27T13:30Z,RB Leipzig,Borussia Dortmund,RB Leipzig,4.0,1.0,4.0 - 1.0,Red Bull Arena,47069,5400.0 + 240.0
German Bundesliga,2024-04-21T15:30Z,Borussia Dortmund,Bayer Leverkusen,Draw,1.0,1.0,1.0 - 1.0,SIGNAL IDUNA PARK,81365,5400.0 + 540.0
German Bundesliga,2024-04-13T13:30Z,Borussia Monchengladbach,Borussia Dortmund,Borussia Dortmund,1.0,2.0,1.0 - 2.0,Borussia-Park,54042,5400.0 + 480.0
German Bundesliga,2024-04-06T16:30Z,Borussia Dortmund,VfB Stuttgart,VfB Stuttgart,0.0,1.0,0.0 - 1.0,SIGNAL IDUNA PARK,81365,5400.0 + 600.0
German Bundesliga,2024-03-30T17:30Z,Bayern Munich,Borussia Dortmund,Borussia Dortmund,0.0,2.0,0.0 - 2.0,Allianz Arena,75000,5400.0 + 360.0
German Bundesliga,2024-03-17T16:30Z,Borussia Dortmund,Eintracht Frankfurt,Borussia Dortmund,3.0,1.0,3.0 - 1.0,SIGNAL IDUNA PARK,81365,5400.0 + 420.0
German Bundesliga,2024-03-09T17:30Z,Werder Bremen,Borussia Dortmund,Borussia Dortmund,1.0,2.0,1.0 - 2.0,wohninvest WESERSTADION,42100,5400.0 + 360.0
German Bundesliga,2024-03-02T14:30Z,1. FC Union Berlin,Borussia Dortmund,Borussia Dortmund,0.0,2.0,0.0 - 2.0,An der alten Försterei,22012,5400.0 + 420.0
German Bundesliga,2024-02-25T16:30Z,Borussia Dortmund,TSG Hoffenheim,TSG Hoffenheim,2.0,3.0,2.0 - 3.0,SIGNAL IDUNA PARK,81365,5400.0 + 420.0
German Bundesliga,2024-02-17T14:30Z,VfL Wolfsburg,Borussia Dortmund,Draw,1.0,1.0,1.0 - 1.0,Volkswagen Arena,28917,5400.0 + 540.0
German Bundesliga,2024-02-09T19:30Z,Borussia Dortmund,SC Freiburg,Borussia Dortmund,3.0,0.0,3.0 - 0.0,SIGNAL IDUNA PARK,81365,5400.0 + 300.0
German Bundesliga,2024-02-02T19:30Z,1. FC Heidenheim 1846,Borussia Dortmund,Draw,0.0,0.0,0.0 - 0.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2024-01-28T16:30Z,Borussia Dortmund,VfL Bochum,Borussia Dortmund,3.0,1.0,3.0 - 1.0,SIGNAL IDUNA PARK,81365,5400.0 + 420.0
German Bundesliga,2024-01-20T14:30Z,FC Cologne,Borussia Dortmund,Borussia Dortmund,0.0,4.0,0.0 - 4.0,RheinEnergieStadion,50000,5400.0 + 300.0
German Bundesliga,2024-01-13T17:30Z,SV Darmstadt 98,Borussia Dortmund,Borussia Dortmund,0.0,3.0,0.0 - 3.0,Merck-Stadion am Böllenfalltor,17810,5400.0 + 300.0
German Bundesliga,2023-12-19T19:30Z,Borussia Dortmund,Mainz,Draw,1.0,1.0,1.0 - 1.0,SIGNAL IDUNA PARK,80350,5400.0 + 360.0
German Bundesliga,2023-12-16T14:30Z,FC Augsburg,Borussia Dortmund,Draw,1.0,1.0,1.0 - 1.0,WWK Arena,30660,5400.0 + 420.0
German Bundesliga,2023-12-09T17:30Z,Borussia Dortmund,RB Leipzig,RB Leipzig,2.0,3.0,2.0 - 3.0,SIGNAL IDUNA PARK,81365,5400.0 + 360.0
German Bundesliga,2023-12-03T16:30Z,Bayer Leverkusen,Borussia Dortmund,Draw,1.0,1.0,1.0 - 1.0,BayArena,30210,5400.0 + 300.0
German Bundesliga,2023-11-25T14:30Z,Borussia Dortmund,Borussia Monchengladbach,Borussia Dortmund,4.0,2.0,4.0 - 2.0,SIGNAL IDUNA PARK,81365,5400.0 + 480.0
German Bundesliga,2023-11-11T14:30Z,VfB Stuttgart,Borussia Dortmund,VfB Stuttgart,2.0,1.0,2.0 - 1.0,MHPArena,55000,5400.0 + 360.0
German Bundesliga,2023-11-04T17:30Z,Borussia Dortmund,Bayern Munich,Bayern Munich,0.0,4.0,0.0 - 4.0,SIGNAL IDUNA PARK,81365,5400.0 + 300.0
German Bundesliga,2023-10-29T14:30Z,Eintracht Frankfurt,Borussia Dortmund,Draw,3.0,3.0,3.0 - 3.0,Deutsche Bank Park,56500,5400.0 + 360.0
German Bundesliga,2023-10-20T18:30Z,Borussia Dortmund,Werder Bremen,Borussia Dortmund,1.0,0.0,1.0 - 0.0,SIGNAL IDUNA PARK,81365,5400.0 + 300.0
German Bundesliga,2023-10-07T13:30Z,Borussia Dortmund,1. FC Union Berlin,Borussia Dortmund,4.0,2.0,4.0 - 2.0,SIGNAL IDUNA PARK,81365,5400.0 + 360.0
German Bundesliga,2023-09-29T18:30Z,TSG Hoffenheim,Borussia Dortmund,Borussia Dortmund,1.0,3.0,1.0 - 3.0,PreZero Arena,30150,5400.0 + 420.0
German Bundesliga,2023-09-23T13:30Z,Borussia Dortmund,VfL Wolfsburg,Borussia Dortmund,1.0,0.0,1.0 - 0.0,SIGNAL IDUNA PARK,81365,5400.0 + 300.0
German Bundesliga,2023-09-16T13:30Z,SC Freiburg,Borussia Dortmund,Borussia Dortmund,2.0,4.0,2.0 - 4.0,Europa-Park Stadion,34700,5400.0 + 300.0
German Bundesliga,2023-09-01T18:30Z,Borussia Dortmund,1. FC Heidenheim 1846,Draw,2.0,2.0,2.0 - 2.0,SIGNAL IDUNA PARK,81365,5400.0 + 720.0
German Bundesliga,2023-08-26T13:30Z,VfL Bochum,Borussia Dortmund,Draw,1.0,1.0,1.0 - 1.0,Vonovia Ruhrstadion,26000,5400.0 + 360.0
German Bundesliga,2023-08-19T16:30Z,Borussia Dortmund,FC Cologne,Borussia Dortmund,1.0,0.0,1.0 - 0.0,SIGNAL IDUNA PARK,81365,5400.0 + 420.0
German Bundesliga,2024-05-05T13:30Z,1. FC Union Berlin,VfL Bochum,VfL Bochum,3.0,4.0,3.0 - 4.0,An der alten Försterei,22012,5400.0 + 360.0
German Bundesliga,2024-04-28T13:30Z,Borussia Monchengladbach,1. FC Union Berlin,Draw,0.0,0.0,0.0 - 0.0,Borussia-Park,53723,5400.0 + 240.0
German Bundesliga,2024-04-20T16:30Z,1. FC Union Berlin,Bayern Munich,Bayern Munich,1.0,5.0,1.0 - 5.0,An der alten Försterei,22012,5400.0 + 180.0
German Bundesliga,2024-04-12T18:30Z,FC Augsburg,1. FC Union Berlin,FC Augsburg,2.0,0.0,2.0 - 0.0,WWK Arena,29731,5400.0 + 300.0
German Bundesliga,2024-04-06T13:30Z,1. FC Union Berlin,Bayer Leverkusen,Bayer Leverkusen,0.0,1.0,0.0 - 1.0,An der alten Försterei,22012,5400.0 + 480.0
German Bundesliga,2024-03-30T14:30Z,Eintracht Frankfurt,1. FC Union Berlin,Draw,0.0,0.0,0.0 - 0.0,Deutsche Bank Park,57100,5400.0 + 480.0
German Bundesliga,2024-03-16T14:30Z,1. FC Union Berlin,Werder Bremen,1. FC Union Berlin,2.0,1.0,2.0 - 1.0,An der alten Försterei,22012,5400.0 + 600.0
German Bundesliga,2024-03-08T19:30Z,VfB Stuttgart,1. FC Union Berlin,VfB Stuttgart,2.0,0.0,2.0 - 0.0,MHPArena,53800,5400.0 + 300.0
German Bundesliga,2024-03-02T14:30Z,1. FC Union Berlin,Borussia Dortmund,Borussia Dortmund,0.0,2.0,0.0 - 2.0,An der alten Försterei,22012,5400.0 + 420.0
German Bundesliga,2024-02-24T14:30Z,1. FC Union Berlin,1. FC Heidenheim 1846,Draw,2.0,2.0,2.0 - 2.0,An der alten Försterei,21341,5400.0 + 360.0
German Bundesliga,2024-02-17T14:30Z,TSG Hoffenheim,1. FC Union Berlin,1. FC Union Berlin,0.0,1.0,0.0 - 1.0,PreZero Arena,19050,5400.0 + 300.0
German Bundesliga,2024-02-10T14:30Z,1. FC Union Berlin,VfL Wolfsburg,1. FC Union Berlin,1.0,0.0,1.0 - 0.0,An der alten Försterei,22000,5400.0 + 360.0
German Bundesliga,2024-02-07T17:30Z,Mainz,1. FC Union Berlin,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,26200,5400.0 + 300.0
German Bundesliga,2024-02-04T16:30Z,RB Leipzig,1. FC Union Berlin,RB Leipzig,2.0,0.0,2.0 - 0.0,Red Bull Arena,44032,5400.0 + 300.0
German Bundesliga,2024-01-28T14:30Z,1. FC Union Berlin,SV Darmstadt 98,1. FC Union Berlin,1.0,0.0,1.0 - 0.0,An der alten Försterei,21786,5400.0 + 360.0
German Bundesliga,2024-01-24T19:30Z,Bayern Munich,1. FC Union Berlin,Bayern Munich,1.0,0.0,1.0 - 0.0,Allianz Arena,75000,5400.0 + 420.0
German Bundesliga,2024-01-13T14:30Z,SC Freiburg,1. FC Union Berlin,Draw,0.0,0.0,0.0 - 0.0,Europa-Park Stadion,33800,5400.0 + 420.0
German Bundesliga,2023-12-20T17:30Z,1. FC Union Berlin,FC Cologne,1. FC Union Berlin,2.0,0.0,2.0 - 0.0,An der alten Försterei,22012,5400.0 + 420.0
German Bundesliga,2023-12-16T14:30Z,VfL Bochum,1. FC Union Berlin,VfL Bochum,3.0,0.0,3.0 - 0.0,Vonovia Ruhrstadion,25300,5400.0 + 300.0
German Bundesliga,2023-12-09T14:30Z,1. FC Union Berlin,Borussia Monchengladbach,1. FC Union Berlin,3.0,1.0,3.0 - 1.0,An der alten Försterei,22012,5400.0 + 240.0
German Bundesliga,2023-11-25T14:30Z,1. FC Union Berlin,FC Augsburg,Draw,1.0,1.0,1.0 - 1.0,An der alten Försterei,22012,5400.0 + 360.0
German Bundesliga,2023-11-12T14:30Z,Bayer Leverkusen,1. FC Union Berlin,Bayer Leverkusen,4.0,0.0,4.0 - 0.0,BayArena,29387,5400.0 + 120.0
German Bundesliga,2023-11-04T14:30Z,1. FC Union Berlin,Eintracht Frankfurt,Eintracht Frankfurt,0.0,3.0,0.0 - 3.0,An der alten Försterei,22012,5400.0 + 300.0
German Bundesliga,2023-10-28T13:30Z,Werder Bremen,1. FC Union Berlin,Werder Bremen,2.0,0.0,2.0 - 0.0,wohninvest WESERSTADION,42100,5400.0 + 480.0
German Bundesliga,2023-10-21T13:30Z,1. FC Union Berlin,VfB Stuttgart,VfB Stuttgart,0.0,3.0,0.0 - 3.0,An der alten Försterei,22012,5400.0 + 360.0
German Bundesliga,2023-10-07T13:30Z,Borussia Dortmund,1. FC Union Berlin,Borussia Dortmund,4.0,2.0,4.0 - 2.0,SIGNAL IDUNA PARK,81365,5400.0 + 360.0
German Bundesliga,2023-09-30T13:30Z,1. FC Heidenheim 1846,1. FC Union Berlin,1. FC Heidenheim 1846,1.0,0.0,1.0 - 0.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2023-09-23T13:30Z,1. FC Union Berlin,TSG Hoffenheim,TSG Hoffenheim,0.0,2.0,0.0 - 2.0,An der alten Försterei,20000,5400.0 + 420.0
German Bundesliga,2023-09-16T13:30Z,VfL Wolfsburg,1. FC Union Berlin,VfL Wolfsburg,2.0,1.0,2.0 - 1.0,Volkswagen Arena,21917,5400.0 + 480.0
German Bundesliga,2023-09-03T15:30Z,1. FC Union Berlin,RB Leipzig,RB Leipzig,0.0,3.0,0.0 - 3.0,An der alten Försterei,22012,5400.0 + 420.0
German Bundesliga,2023-08-26T13:30Z,SV Darmstadt 98,1. FC Union Berlin,1. FC Union Berlin,1.0,4.0,1.0 - 4.0,Merck-Stadion am Böllenfalltor,17810,5400.0 + 300.0
German Bundesliga,2023-08-20T13:30Z,1. FC Union Berlin,Mainz,1. FC Union Berlin,4.0,1.0,4.0 - 1.0,An der alten Försterei,22012,5400.0 + 420.0
German Bundesliga,2024-05-04T13:30Z,Werder Bremen,Borussia Monchengladbach,Draw,2.0,2.0,2.0 - 2.0,wohninvest WESERSTADION,42100,5400.0 + 300.0
German Bundesliga,2024-04-28T13:30Z,Borussia Monchengladbach,1. FC Union Berlin,Draw,0.0,0.0,0.0 - 0.0,Borussia-Park,53723,5400.0 + 240.0
German Bundesliga,2024-04-20T13:30Z,TSG Hoffenheim,Borussia Monchengladbach,TSG Hoffenheim,4.0,3.0,4.0 - 3.0,PreZero Arena,26078,5400.0 + 360.0
German Bundesliga,2024-04-13T13:30Z,Borussia Monchengladbach,Borussia Dortmund,Borussia Dortmund,1.0,2.0,1.0 - 2.0,Borussia-Park,54042,5400.0 + 480.0
German Bundesliga,2024-04-07T15:30Z,VfL Wolfsburg,Borussia Monchengladbach,Borussia Monchengladbach,1.0,3.0,1.0 - 3.0,Volkswagen Arena,26105,5400.0 + 360.0
German Bundesliga,2024-03-30T14:30Z,Borussia Monchengladbach,SC Freiburg,SC Freiburg,0.0,3.0,0.0 - 3.0,Borussia-Park,53259,5400.0 + 240.0
German Bundesliga,2024-03-16T14:30Z,1. FC Heidenheim 1846,Borussia Monchengladbach,Draw,1.0,1.0,1.0 - 1.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2024-03-09T14:30Z,Borussia Monchengladbach,FC Cologne,Draw,3.0,3.0,3.0 - 3.0,Borussia-Park,54042,5400.0 + 360.0
German Bundesliga,2024-03-02T14:30Z,Mainz,Borussia Monchengladbach,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,33305,5400.0 + 300.0
German Bundesliga,2024-02-24T14:30Z,Borussia Monchengladbach,VfL Bochum,Borussia Monchengladbach,5.0,2.0,5.0 - 2.0,Borussia-Park,53196,5400.0 + 420.0
German Bundesliga,2024-02-17T17:30Z,RB Leipzig,Borussia Monchengladbach,RB Leipzig,2.0,0.0,2.0 - 0.0,Red Bull Arena,44822,5400.0 + 360.0
German Bundesliga,2024-02-10T14:30Z,Borussia Monchengladbach,SV Darmstadt 98,Draw,0.0,0.0,0.0 - 0.0,Borussia-Park,46121,5400.0 + 300.0
German Bundesliga,2024-02-03T14:30Z,Bayern Munich,Borussia Monchengladbach,Bayern Munich,3.0,1.0,3.0 - 1.0,Allianz Arena,75000,5400.0 + 300.0
German Bundesliga,2024-01-27T17:30Z,Bayer Leverkusen,Borussia Monchengladbach,Draw,0.0,0.0,0.0 - 0.0,BayArena,30210,5400.0 + 300.0
German Bundesliga,2024-01-21T16:30Z,Borussia Monchengladbach,FC Augsburg,FC Augsburg,1.0,2.0,1.0 - 2.0,Borussia-Park,44867,5400.0 + 360.0
German Bundesliga,2024-01-14T16:30Z,Borussia Monchengladbach,VfB Stuttgart,Borussia Monchengladbach,3.0,1.0,3.0 - 1.0,Borussia-Park,53429,5400.0 + 360.0
German Bundesliga,2023-12-20T19:30Z,Eintracht Frankfurt,Borussia Monchengladbach,Eintracht Frankfurt,2.0,1.0,2.0 - 1.0,Deutsche Bank Park,58000,5400.0 + 540.0
German Bundesliga,2023-12-15T19:30Z,Borussia Monchengladbach,Werder Bremen,Draw,2.0,2.0,2.0 - 2.0,Borussia-Park,50660,5400.0 + 300.0
German Bundesliga,2023-12-09T14:30Z,1. FC Union Berlin,Borussia Monchengladbach,1. FC Union Berlin,3.0,1.0,3.0 - 1.0,An der alten Försterei,22012,5400.0 + 240.0
German Bundesliga,2023-12-02T14:30Z,Borussia Monchengladbach,TSG Hoffenheim,Borussia Monchengladbach,2.0,1.0,2.0 - 1.0,Borussia-Park,49341,5400.0 + 420.0
German Bundesliga,2023-11-25T14:30Z,Borussia Dortmund,Borussia Monchengladbach,Borussia Dortmund,4.0,2.0,4.0 - 2.0,SIGNAL IDUNA PARK,81365,5400.0 + 480.0
German Bundesliga,2023-11-10T19:30Z,Borussia Monchengladbach,VfL Wolfsburg,Borussia Monchengladbach,4.0,0.0,4.0 - 0.0,Borussia-Park,45308,5400.0 + 180.0
German Bundesliga,2023-11-04T14:30Z,SC Freiburg,Borussia Monchengladbach,Draw,3.0,3.0,3.0 - 3.0,Europa-Park Stadion,34700,5400.0 + 420.0
German Bundesliga,2023-10-28T13:30Z,Borussia Monchengladbach,1. FC Heidenheim 1846,Borussia Monchengladbach,2.0,1.0,2.0 - 1.0,Borussia-Park,51541,5400.0 + 420.0
German Bundesliga,2023-10-22T13:30Z,FC Cologne,Borussia Monchengladbach,FC Cologne,3.0,1.0,3.0 - 1.0,RheinEnergieStadion,50000,5400.0 + 540.0
German Bundesliga,2023-10-06T18:30Z,Borussia Monchengladbach,Mainz,Draw,2.0,2.0,2.0 - 2.0,Borussia-Park,51529,5400.0 + 360.0
German Bundesliga,2023-09-30T13:30Z,VfL Bochum,Borussia Monchengladbach,Borussia Monchengladbach,1.0,3.0,1.0 - 3.0,Vonovia Ruhrstadion,26000,5400.0 + 600.0
German Bundesliga,2023-09-23T13:30Z,Borussia Monchengladbach,RB Leipzig,RB Leipzig,0.0,1.0,0.0 - 1.0,Borussia-Park,50122,5400.0 + 360.0
German Bundesliga,2023-09-17T15:30Z,SV Darmstadt 98,Borussia Monchengladbach,Draw,3.0,3.0,3.0 - 3.0,Merck-Stadion am Böllenfalltor,17810,5400.0 + 480.0
German Bundesliga,2023-09-02T16:30Z,Borussia Monchengladbach,Bayern Munich,Bayern Munich,1.0,2.0,1.0 - 2.0,Borussia-Park,54042,5400.0 + 480.0
German Bundesliga,2023-08-26T16:30Z,Borussia Monchengladbach,Bayer Leverkusen,Bayer Leverkusen,0.0,3.0,0.0 - 3.0,Borussia-Park,54042,5400.0 + 240.0
German Bundesliga,2023-08-19T13:30Z,FC Augsburg,Borussia Monchengladbach,Draw,4.0,4.0,4.0 - 4.0,WWK Arena,30660,5400.0 + 480.0
German Bundesliga,2024-05-05T17:30Z,1. FC Heidenheim 1846,Mainz,Draw,1.0,1.0,1.0 - 1.0,Voith-Arena,15000,5400.0 + 240.0
German Bundesliga,2024-04-28T17:30Z,SV Darmstadt 98,1. FC Heidenheim 1846,1. FC Heidenheim 1846,0.0,1.0,0.0 - 1.0,Merck-Stadion am Böllenfalltor,17000,5400.0 + 360.0
German Bundesliga,2024-04-20T13:30Z,1. FC Heidenheim 1846,RB Leipzig,RB Leipzig,1.0,2.0,1.0 - 2.0,Voith-Arena,15000,5400.0 + 600.0
German Bundesliga,2024-04-13T13:30Z,VfL Bochum,1. FC Heidenheim 1846,Draw,1.0,1.0,1.0 - 1.0,Vonovia Ruhrstadion,24414,5400.0 + 360.0
German Bundesliga,2024-04-06T13:30Z,1. FC Heidenheim 1846,Bayern Munich,1. FC Heidenheim 1846,3.0,2.0,3.0 - 2.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2024-03-31T15:30Z,VfB Stuttgart,1. FC Heidenheim 1846,Draw,3.0,3.0,3.0 - 3.0,MHPArena,60000,5400.0 + 540.0
German Bundesliga,2024-03-16T14:30Z,1. FC Heidenheim 1846,Borussia Monchengladbach,Draw,1.0,1.0,1.0 - 1.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2024-03-09T14:30Z,FC Augsburg,1. FC Heidenheim 1846,FC Augsburg,1.0,0.0,1.0 - 0.0,WWK Arena,30660,5400.0 + 360.0
German Bundesliga,2024-03-02T14:30Z,1. FC Heidenheim 1846,Eintracht Frankfurt,Eintracht Frankfurt,1.0,2.0,1.0 - 2.0,Voith-Arena,15000,5400.0 + 480.0
German Bundesliga,2024-02-24T14:30Z,1. FC Union Berlin,1. FC Heidenheim 1846,Draw,2.0,2.0,2.0 - 2.0,An der alten Försterei,21341,5400.0 + 360.0
